鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
萬華區,房地(土地+建物)+車位,臺北市萬華區成都路１０６號八樓之１,4.59,商,,,1110816,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961025,63.0,1,1,1,有,有,13000000,206349,塔式車位,0.0,0,陽台外推；夾層；,RPPNMLOKRHHGFBA67EA,30.96,1.37,2.66,有,
大安區,房地(土地+建物)+車位,臺北市大安區忠孝東路四段２１１號七樓,17.93,商,,,1110810,土地2建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0731116,211.81,11,0,11,有,有,40580000,212267,坡道平面,39.48,4000000,,RPOPMLOLQHHGFFA08DA,171.77,0.0,0.0,有,064
松山區,房地(土地+建物),臺北市松山區八德路三段１２巷６３弄１３號二樓,30.0,住,,,1110821,土地1建物1車位0,二層，陽臺,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0540922,78.52,3,2,2,有,無,20000000,254712,,0.0,0,陽台外推；,RPROMLOKRHHGFDA18EA,78.52,0.0,0.0,無,
內湖區,土地,西湖段二小段207-7地號,32.42,商,,,1110828,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8915445,274998,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLNKRHHGFCA08EA,0.0,0.0,0.0,無,
中山區,房地(土地+建物)+車位,臺北市中山區南京東路三段８９巷１５弄６號,10.93,住,,,1110825,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,1010323,49.28,0,0,0,無,無,16000000,324675,一樓平面,0.0,0,,RPWOMLOKRHHGFCA58EA,3.4,0.0,1.58,有,065
文山區,土地,公訓段二小段73地號,331.47,都市：其他:高中用地(公共設施用地)。64/12/26,,,1110823,土地12建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13034840,39324,,0.0,0,,RPVOMLNKRHHGFAA18EA,0.0,0.0,0.0,無,
文山區,房地(土地+建物),臺北市文山區萬隆街４７之６號三樓,27.29,住,,,1110807,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670921,111.07,3,2,2,有,無,20050000,180517,,0.0,0,其他增建；,RPRNMLNKRHHGFAA67EA,98.34,0.0,12.73,無,066
北投區,房地(土地+建物),臺北市北投區溫泉路７１號六樓之１９,6.98,都市：其他:特定觀光商業專用區。,,,1110815,土地1建物2車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700218,54.480000000000004,0,0,0,無,有,6550000,120228,,0.0,0,陽台外推；其他增建；,RPOPMLLMQHHGFEA77DA,38.84,0.0,8.04,有,
士林區,土地,平等段一小段577地號,329.57,都市：其他:保護區。,,,1110820,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,997000,3025,,0.0,0,無連外通道之低洼地,RPOSMLLMQHHGFEA08DA,0.0,0.0,0.0,無,
士林區,土地,溪洲段三小段312地號,84.89,住,,,1110830,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7187600,84670,,0.0,0,,RPXPMLKMQHHGFEA58DA,0.0,0.0,0.0,無,067
士林區,土地,溪洲段二小段197地號,162.75,住,,,1110811,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14424300,88629,,0.0,0,,RPTNMLLKQHHGFEA87DA,0.0,0.0,0.0,無,068
士林區,土地,溪洲段二小段197地號,227.62,住,,,1110805,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20176000,88639,,0.0,0,,RPPQMLOJQHHGFEA97DA,0.0,0.0,0.0,無,068
南港區,房地(土地+建物),臺北市南港區東明街１２３巷２２號,34.92,住,,,1110812,土地2建物2車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0700123,227.22,7,3,2,有,無,38500000,169439,,0.0,0,,RPXOMLMKRHHGFDA48DA,212.2,15.02,0.0,無,
信義區,房地(土地+建物)+車位,臺北市信義區市民大道六段１０８號九樓之２,7.1,住,,,1110820,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110414,48.56,0,1,1,有,有,12880000,265239,塔式車位,15.07,0,塔式車位位於地下第三層,RPRNMLNKRHHGFDA87DA,18.32,0.39,2.12,有,070
松山區,房地(土地+建物)+車位,臺北市松山區光復南路６０號二樓,44.08,住,,,1110817,土地2建物1車位4,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010911,432.70000000000005,4,2,3,有,有,79000000,222841,坡道平面,123.96,10200000,,RPROMLSJRHHGFDA38DA,167.26,8.49,14.36,有,
中山區,房地(土地+建物)+車位,臺北市中山區中山北路一段８４號十二樓之５,3.24,商,,,1110822,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980327,43.099999999999994,1,1,1,有,有,10500000,264395,塔式車位,9.06,1500000,陽台外推；夾層；,RPPNMLNKRHHGFCA57DA,17.2,0.62,3.47,有,071
中山區,房地(土地+建物),臺北市中山區中原街２２號四樓之１４,3.69,住,,,1110808,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660625,22.54,1,0,1,有,有,4620000,204969,,0.0,0,陽台外推；,RPOPMLMKRHHGFCA57DA,16.3,0.0,2.38,有,
中山區,房地(土地+建物)+車位,臺北市中山區建國北路一段５０巷２７號三樓,20.9,商,,,1110806,土地2建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070501,120.75999999999999,2,2,1,有,有,31340000,259523,其他,0.0,1800000,,RPXPMLRJRHHGFCA88DA,49.35,7.28,5.26,有,072
中山區,房地(土地+建物)+車位,臺北市中山區建國北路一段５５號八樓之２,5.38,住,,,1110825,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0961107,51.230000000000004,1,1,1,有,有,10100000,221286,塔式車位,13.27,1700000,,RPSOMLSJRHHGFCA38DA,20.44,0.0,3.23,有,073
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段２９４巷２３弄１號,257.66,住,,,1110807,土地5建物1車位1,全,四層,透天厝,住家用,鋼筋混凝土造,0750702,354.69,5,2,3,有,有,53000000,149426,坡道平面,0.0,0,,RPTQMLSJRHHGFCA68DA,252.91,97.2,4.58,無,
內湖區,房地(土地+建物),臺北市內湖區文湖街２１巷１１８弄４６號六樓,13.4,住,,,1110805,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050223,68.83,2,2,1,有,無,12300000,178701,,0.0,0,,RPPNMLTJRHHGFCA08DA,32.71,0.0,8.69,有,
中山區,房地(土地+建物)+車位,臺北市中山區建國北路一段５５號八樓,6.74,住,,,1110801,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0961107,60.25,1,1,1,有,有,11800000,214985,塔式車位,13.27,1700000,,RPPQMLKMQHHGFCA67DA,25.64,1.44,2.01,有,
萬華區,房地(土地+建物),臺北市萬華區康定路１０５號十三樓之１３,3.53,商,,,1110809,土地1建物1車位0,十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1050331,52.099999999999994,1,1,1,有,有,10300000,197659,,0.0,0,,RPQOMLMKRHHGFBA57DA,28.89,1.66,3.85,有,074
內湖區,土地,西湖段一小段577地號,39.32,都市：其他:道路用地(公共設施用地)。65/11/24,,,1110830,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2704963,68794,,0.0,0,111年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPQNMLQLQHHGFCA97DA,0.0,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區中山北路二段１１５巷２０號九樓之１,16.37,商,,,1110811,土地2建物1車位0,九層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0791019,134.54999999999998,3,2,2,有,有,26200000,194723,,0.0,0,陽台外推；其他增建；,RPOQMLQLQHHGFCA08DA,89.22,0.39,16.74,有,
中山區,房地(土地+建物),臺北市中山區雙城街３巷２號十四樓,5.11,商,,,1110823,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841201,34.47,1,0,1,有,有,6000000,174064,,0.0,0,,RPSQMLMLQHHGFCA08DA,19.94,0.0,2.78,有,075
萬華區,房地(土地+建物),臺北市萬華區昆明街４６號五樓之５２,8.19,商,,,1110810,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761221,55.14,1,1,1,有,有,9800000,177729,,0.0,0,其他增建；,RPRNMLNKRHHGFBA67DA,40.65,0.0,0.0,有,
萬華區,房地(土地+建物),臺北市萬華區西藏路５５４號,6.42,商,,,1110829,土地2建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0680410,35.04,0,0,0,無,無,2440000,69635,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLNKRHHGFBA77DA,30.87,4.18,0.0,無,076
萬華區,房地(土地+建物),臺北市萬華區中華路二段４１６巷１９號八樓之２,19.35,住,,,1110812,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760316,125.29,3,2,1,有,無,4260000,34001,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOKRHHGFBA77DA,61.6,0.0,8.52,有,
萬華區,房地(土地+建物),臺北市萬華區漢口街二段１０３號十二樓,11.76,商,,,1110802,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1061018,156.56,3,2,2,有,有,33800000,215892,,0.0,0,,RPVNMLRKQHHGFBA38DA,89.29,5.74,11.8,有,077
中正區,車位,臺北市中正區南昌路二段２２２號地下一層,0.2,商,,,1110829,土地2建物1車位1,地下一層,十二層,其他,停車空間,鋼筋混凝土造,0880524,5.09,0,0,0,有,有,900000,,坡道機械,5.09,900000,僅車位交易；,RPUNMLNKRHHGFAA87DA,0.0,0.0,0.0,有,078
文山區,房地(土地+建物),臺北市文山區辛亥路四段７７巷５２號三樓,62.43,住,,,1110806,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0831101,115.83,3,2,2,有,無,16580000,143141,,0.0,0,陽台外推；其他增建；,RPSOMLLJRHHGFAA47DA,100.38,0.0,12.31,無,
萬華區,房地(土地+建物)+車位,臺北市萬華區環河南路二段１９號二十一樓,8.55,商,,,1110811,土地2建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090807,110.27,2,2,1,有,有,22000000,219418,坡道機械,19.94,2180000,買賣價格含直興段二小段1516及1517建號各持分451/100000,RPTNMLMLQHHGFBA77DA,53.71,3.16,3.92,有,
萬華區,房地(土地+建物)+車位,臺北市萬華區萬大路３４４巷３６號二十六樓之２,26.9,商,,,1110801,土地1建物1車位2,二十六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040206,280.19,4,3,3,有,有,48000000,171312,坡道平面,77.5,0,,RPTOMLKMQHHGFBA77DA,117.42,6.31,12.43,有,079
萬華區,房地(土地+建物),臺北市萬華區環河南路二段１９號二十樓,8.45,商,,,1110829,土地2建物1車位0,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090807,90.33,2,2,1,有,有,19600000,216982,,0.0,0,買賣價格含直興段二小段1516及1517建號各持分451/100000,RPOOMLMKRHHGFBA37DA,53.71,3.16,3.92,有,
內湖區,房地(土地+建物),臺北市內湖區文湖街２１巷１００弄２６號二樓,39.62,住,,,1110807,土地3建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691018,99.38,3,2,1,有,無,13680000,137653,,0.0,0,陽台外推；其他增建；,RPPQMLQLQHHGFCA18DA,84.43,0.0,14.95,無,
中山區,房地(土地+建物),臺北市中山區八德路二段２５１號四樓之２,6.69,商,,,1110816,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0690822,39.58,1,1,1,有,無,8550000,216018,,0.0,0,,RPUOMLPLQHHGFCA38DA,30.11,0.0,3.19,有,
中山區,房地(土地+建物),臺北市中山區林森北路１４７號七樓之１,4.87,商,,,1110816,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700515,44.64,0,0,1,有,有,9200000,206093,,0.0,0,,RPQPMLPLQHHGFCA08DA,35.1,0.0,0.0,有,
中山區,房地(土地+建物),臺北市中山區中山北路一段１０５巷３號九樓之１,5.6,商,,,1110814,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0900510,36.98,2,1,1,有,有,9700000,262304,,0.0,0,夾層；其他增建；,RPORMLKMQHHGFCA67DA,21.92,2.57,0.0,有,080
信義區,房地(土地+建物),臺北市信義區基隆路一段１３１號九樓之１１,3.81,商,,,1110815,土地2建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0950802,32.730000000000004,1,1,1,有,有,13000000,397189,,0.0,0,,RPWNMLSKQHHGFDA78DA,20.89,0.0,1.63,有,081
信義區,房地(土地+建物),臺北市信義區吳興街２８４巷２１弄１號二樓,38.15,住,,,1110806,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750830,135.45,4,2,2,有,無,21000000,155039,,0.0,0,,RPPNMLPKQHHGFDA77DA,117.55,0.0,12.21,無,082
中山區,房地(土地+建物),臺北市中山區新生北路三段２６號四樓之５,5.54,商,,,1110816,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700703,47.97,2,1,1,有,有,9250000,192829,,0.0,0,,RPXTMLNKRHHGFCA98DA,41.46,0.0,0.0,有,
中山區,房地(土地+建物),臺北市中山區新生北路二段９６號八樓之１９,2.86,商,,,1110810,土地3建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0711224,32.36,1,1,1,有,有,5000000,154512,,0.0,0,陽台外推；,RPSUMLNKRHHGFCA58DA,22.38,0.0,2.85,有,083
內湖區,房地(土地+建物),臺北市內湖區康樂街１３６巷２１號二樓,30.3,住,,,1110808,土地3建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721103,107.23,3,2,2,有,無,8800000,82067,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVOMLMKRHHGFCA18DA,97.56,0.0,9.67,無,
內湖區,房地(土地+建物)+車位,臺北市內湖區環山路二段５３巷５弄１１之２號七樓,15.17,住,,,1110820,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970804,88.43,2,1,1,有,有,17400000,196766,升降機械,0.0,1800000,陽台外推；夾層；其他增建；,RPUNMLOKRHHGFCA18DA,31.82,4.64,4.43,有,084
中山區,房地(土地+建物),臺北市中山區龍江路４５９號四樓,24.42,住,,,1110825,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651115,94.3,3,2,1,有,無,13800000,146341,,0.0,0,陽台外推；其他增建；,RPPQMLOKRHHGFCA97DA,46.04,24.88,9.89,無,
松山區,房地(土地+建物),臺北市松山區延壽街４０２巷２弄１號,62.4,住,,,1110801,土地4建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670508,118.33,2,2,2,有,無,37000000,312685,,0.0,0,,RPWOMLPJRHHGFDA58DA,106.54,11.79,0.0,無,
南港區,房地(土地+建物),臺北市南港區南港路三段３５６號二樓,16.99,都市：其他:第一種商業區。,,,1110815,土地2建物1車位0,二層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0791029,98.0,3,2,2,有,無,24500000,250000,,0.0,0,陽台外推；其他增建；,RPTPMLRJRHHGFDA58DA,74.49,1.53,15.63,有,085
信義區,房地(土地+建物),臺北市信義區基隆路一段３５巷５弄３８號二樓,27.75,住,,,1110812,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0570213,68.19,2,1,1,有,無,9600000,140783,,0.0,0,,RPPPMLKMQHHGFDA67DA,68.19,0.0,0.0,無,
南港區,房地(土地+建物)+車位,臺北市南港區興東街７號四樓,30.88,住,,,1110807,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841117,123.63,2,2,1,有,有,24800000,200599,升降機械,0.0,0,陽台外推；,RPXOMLLMQHHGFDA48DA,62.67,1.99,9.55,有,
信義區,土地,虎林段四小段896地號,18.0,都市：其他:道路用地(公共設施用地)。51/2/2,,,1110826,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,600000,33333,,0.0,0,包含公共設施保留地用地；,RPWNMLNKRHHGFDA38DA,0.0,0.0,0.0,無,
松山區,房地(土地+建物),臺北市松山區復興北路１７９號七樓之７,3.05,商,,,1110824,土地5建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,34.76,1,1,1,有,有,9300000,267626,,0.0,0,,RPUOMLNKRHHGFDA28DA,29.31,0.0,0.0,有,
北投區,房地(土地+建物),臺北市北投區奇岩路１２之５號四樓,31.15,住,,,1110817,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1011023,45.129999999999995,0,0,0,無,有,6300000,139597,,0.0,0,,RPOPMLMLQHHGFEA77DA,24.52,0.96,2.74,無,086
士林區,土地,三玉段二小段664地號,66.39,都市：其他:道路用地(公共設施用地)。56/9/12,,,1110830,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6349165,95634,,0.0,0,111年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPUNMLLLQHHGFEA08DA,0.0,0.0,0.0,無,
北投區,房地(土地+建物),臺北市北投區溫泉路１４３之７號四樓,22.89,都市：其他:特定休閒旅館住宅專用區。,,,1110814,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780214,74.12,2,1,1,有,有,6150000,82974,,0.0,0,陽台外推；其他增建；,RPWOMLQLQHHGFEA88DA,50.69,0.0,3.59,無,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５１５巷６２號三樓,16.55,工,,,1110807,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1021129,90.5,0,2,1,有,有,11750000,154786,坡道平面,27.51,2000000,其他增建；,RPSSMLLMQHHGFEA48DA,34.01,0.0,5.21,有,087
北投區,房地(土地+建物)+車位,臺北市北投區文林北路２２２號十二樓之２,18.76,住,,,1110819,土地1建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850216,144.82999999999998,2,2,1,有,有,6000000,41428,坡道平面,46.86,0,親友、員工、共有人或其他特殊關係間之交易；,RPSPMLNKRHHGFEA28DA,105.74,0.92,9.36,有,
士林區,房地(土地+建物),臺北市士林區中山北路七段１４１巷１４弄３０號,17.2,住,,,1110819,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0560124,22.97,5,2,3,有,無,6250000,272094,,0.0,0,頂樓加蓋；,RPROMLNKRHHGFEA08DA,22.97,0.0,0.0,無,
北投區,車位,臺北市北投區中央北路三段４０巷３４弄１６號,0.43,住,,,1110831,土地1建物1車位1,一層,二十一層,其他,一般事務所,鋼筋混凝土造,1010731,32.96,0,0,0,有,有,2030000,,坡道平面,32.96,2030000,僅車位交易；,RPXOMLRJRHHGFEA98DA,0.0,0.0,0.0,有,088
北投區,房地(土地+建物),臺北市北投區泉源路４１巷４３號二樓,28.76,住,,,1110817,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740322,96.13,3,2,2,有,有,9400000,97784,,0.0,0,,RPSPMLQJRHHGFEA48DA,78.53,0.0,12.91,無,
士林區,房地(土地+建物),臺北市士林區天母北路９巷５號四樓,32.12,住,,,1110817,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681203,91.9,3,2,2,有,無,17800000,193689,,0.0,0,頂樓加蓋,RPPOMLKMQHHGFEA67DA,82.85,0.0,9.05,無,089
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段１１７巷７６號,43.52,住,,,1110824,土地1建物1車位2,一層，見其他登記事項,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090504,246.23999999999998,3,2,2,有,有,39500000,160413,坡道平面,80.84,0,,RPQOMLOKRHHGFEA08DA,96.18,3.45,14.94,有,
北投區,房地(土地+建物)+車位,臺北市北投區裕民六路２號十六樓之２,19.24,商,,,1110810,土地1建物1車位1,十六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840828,196.59,4,2,2,有,有,41000000,208566,坡道平面,0.0,0,,RPSOMLQKRHHGFEA48DA,142.93,1.16,9.99,有,
大安區,房地(土地+建物),臺北市大安區延吉街１８２號四樓,24.6,住,,,1110810,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700123,147.67,3,2,2,有,無,31800000,215345,,0.0,0,陽台外推；,RPQNMLLMQHHGFFA87DA,100.62,0.0,18.6,有,
中山區,房地(土地+建物),臺北市中山區林森北路２６３號十一樓之１１,5.59,商,,,1110816,土地2建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710707,70.19,2,1,1,有,有,14000000,199459,,0.0,0,,RPPNMLPKRHHGFCA87EA,46.16,12.21,0.0,有,
萬華區,房地(土地+建物),臺北市萬華區萬大路１８７巷４５號二樓,19.75,商,,,1110816,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640508,45.88,2,1,1,有,無,5000000,108980,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLOKRHHGFBA28EA,45.88,0.0,0.0,無,
松山區,房地(土地+建物),臺北市松山區新中街３７號,30.8,都市：其他:住宅用地(民生社區特定專用區)。,,,1110831,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0670525,112.08,3,2,2,有,無,45000000,401499,,0.0,0,,RPUNMLOKRHHGFDA38EA,100.39,11.69,0.0,無,
北投區,房地(土地+建物)+車位,臺北市北投區中山北路七段２１９巷３弄２８０號四樓之２,57.08,住,,,1110802,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960824,128.01999999999998,2,2,1,有,有,23000000,179659,坡道機械,24.9,0,,RPROMLOKRHHGFEA28EA,74.64,2.8,9.03,有,090
北投區,房地(土地+建物),臺北市北投區明德路３３１巷１６號三樓,60.5,,,,1110830,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580616,119.79,3,2,1,有,無,15000000,125219,,0.0,0,,RPWOMLOKRHHGFEA78EA,119.79,0.0,0.0,無,
北投區,車位,臺北市北投區中央北路二段１８１號門牌房屋地下三層,2.44,住,,,1110827,土地1建物1車位1,地下三層,八層,其他,見使用執照,鋼筋混凝土造,0831210,40.41,0,0,0,有,有,1500000,,升降平面,40.42,1500000,僅車位交易；,RPQNMLPKRHHGFEA18EA,0.0,0.0,0.0,有,091
士林區,房地(土地+建物)+車位,臺北市士林區格致路２０巷１號五樓之８,15.36,商,,,1110827,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0901004,79.6,1,1,1,有,有,8700000,109296,升降機械,0.0,0,陽台外推；夾層；,RPWNMLPKRHHGFEA78EA,38.18,0.0,4.48,有,
士林區,土地,天母段三小段471-1地號,11.11,都市：其他:道路用地(公共設施用地)。42/2/2,,,1110829,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,671600,60450,,0.0,0,111年度臺北市政府以容積代金基金採購私有公共設施保留地之交易包含公共設施保留地用地；協議價購；,RPXNMLPKRHHGFEA88EA,0.0,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區忠孝東路三段２４８巷１９弄４４號三樓,38.7,住,,,1110811,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720401,101.82000000000001,3,2,1,有,有,27000000,265174,,0.0,0,,RPWNMLNKPHHGFFA48EA,84.68,0.0,10.75,無,092
大安區,房地(土地+建物),臺北市大安區安和路二段２２７巷７號三樓,27.85,住,,,1110806,土地2建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750505,118.53999999999999,3,2,2,有,無,31560000,266239,,0.0,0,,RPXNMLNKPHHGFFA58EA,94.59,0.0,13.32,有,
信義區,房地(土地+建物),臺北市信義區松山路５５３號,30.0,住,,,1110810,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0600311,79.8,3,1,1,有,無,14150000,177318,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOSMLLJQHHGFDA77EA,79.8,0.0,0.0,無,
大安區,房地(土地+建物),臺北市大安區東豐街３０號三樓,9.7,住,,,1110813,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780419,40.480000000000004,1,1,1,有,無,12500000,308794,,0.0,0,陽台外推；其他增建；,RPOOMLNKPHHGFFA77EA,31.5,1.07,2.38,無,
中山區,房地(土地+建物),臺北市中山區農安街２２７巷９號三樓,31.0,住,,,1110803,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731126,108.69,3,2,2,有,無,20150000,185390,,0.0,0,陽台外推；,RPTRMLQKOHHGFCA48EA,96.51,0.0,7.37,無,
松山區,房地(土地+建物),臺北市松山區敦化北路２４４巷２６號四樓,27.23,住,,,1110813,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670828,93.83,3,2,2,有,無,22500000,239795,,0.0,0,,RPPOMLPKRHHGFDA08EA,83.38,0.0,10.45,無,
大安區,房地(土地+建物),臺北市大安區瑞安街２５６巷２９號四樓,37.0,住,,,1110830,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0570930,99.43,3,2,3,有,無,27000000,271548,,0.0,0,,RPRPMLNKRHHGFFA28DA,86.92,0.0,12.51,無,093
大安區,房地(土地+建物)+車位,臺北市大安區羅斯福路二段８５號十五樓之３,7.49,商,,,1110813,土地2建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1101028,116.25999999999999,2,2,1,有,有,40800000,447062,坡道平面,33.05,3600000,,RPWNMLPKRHHGFFA78DA,47.68,4.83,2.25,有,
